FULL_NAME,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,MIN,OREB,PF,PTS,REB,STL,TOV,FIRST_NAME,LAST_NAME,FULL_NAME_LOWER,FIRST_NAME_LOWER,LAST_NAME_LOWER,IS_ACTIVE 
Georgios Kalaitzakis,8,1,10,17,7,0.42,45,21,0.46,20,9,0.46,9,3,142,4,13,57,14,7,13,Georgios,Kalaitzakis,georgios kalaitzakis,georgios,kalaitzakis,FALSE
Chris Kaman,71,72,315,2,0,0.02,540,264,0.49,139,103,0.76,57,41,1511,114,151,631,429,25,119,Chris,Kaman,chris kaman,chris,kaman,FALSE
Frank Kaminsky,88,20,176,170,59,0.35,424,182,0.45,111,82,0.75,54,7,1132,42,84,506,218,24,44,Frank,Kaminsky,frank kaminsky,frank,kaminsky,TRUE
Jason Kapono,46,3,75,117,51,0.39,336,148,0.41,36,30,0.8,57,10,1008,18,86,378,94,20,36,Jason,Kapono,jason kapono,jason,kapono,FALSE
Sergey Karasev,29,1,37,37,10,0.27,81,32,0.38,25,21,0.86,32,7,370,10,31,96,47,11,19,Sergey,Karasev,sergey karasev,sergey,karasev,FALSE
Coby Karl,10,0,10,9,2,0.17,22,8,0.26,6,4,0.53,8,1,74,3,8,22,12,2,6,Coby,Karl,coby karl,coby,karl,FALSE
Mario Kasun,6,8,56,1,0,0,84,39,0.46,33,21,0.67,36,0,284,38,78,99,94,5,20,Mario,Kasun,mario kasun,mario,kasun,FALSE
Sasha Kaun,3,5,14,0,0,0,17,9,0.53,11,5,0.46,25,0,95,12,11,23,26,4,7,Sasha,Kaun,sasha kaun,sasha,kaun,FALSE
Adam Keefe,47,19,173,2,0,0.04,248,124,0.48,135,96,0.71,69,11,1148,111,124,345,284,34,61,Adam,Keefe,adam keefe,adam,keefe,FALSE
Trevor Keels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trevor,Keels,trevor keels,trevor,keels,TRUE
Clark Kellogg,153,21,326,14,5,0.37,808,402,0.47,232,176,0.76,52,48,1703,170,172,984,496,76,146,Clark,Kellogg,clark kellogg,clark,kellogg,FALSE
Ryan Kelly,54,21,107,81,26,0.3,214,81,0.35,72,58,0.79,41,15,781,19,77,245,126,20,26,Ryan,Kelly,ryan kelly,ryan,kelly,FALSE
Shawn Kemp,122,91,415,8,2,0.22,806,393,0.48,415,307,0.75,75,52,2093,216,273,1096,631,85,198,Shawn,Kemp,shawn kemp,shawn,kemp,FALSE
Tim Kempton,27,4,48,0,0,0,83,40,0.32,44,29,0.44,25,2,328,21,54,108,69,11,25,Tim,Kempton,tim kempton,tim,kempton,FALSE
Luke Kennard,101,7,129,217,92,0.43,400,180,0.45,54,47,0.89,50,12,1174,13,74,498,142,24,47,Luke,Kennard,luke kennard,luke,kennard,TRUE
D.J. Kennedy,3,0,6,4,2,0.5,12,5,0.42,2,0,0,2,0,59,0,7,12,7,2,3,D.J.,Kennedy,d.j. kennedy,d.j.,kennedy,FALSE
Jonathan Kerner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,Jonathan,Kerner,jonathan kerner,jonathan,kerner,FALSE
Steve Kerr,102,3,54,96,43,0.4,258,123,0.46,44,38,0.87,57,2,981,11,52,328,65,29,31,Steve,Kerr,steve kerr,steve,kerr,FALSE
Jerome Kersey,126,47,236,17,3,0.15,598,278,0.45,198,137,0.66,68,34,1654,137,203,696,373,85,93,Jerome,Kersey,jerome kersey,jerome,kersey,FALSE
Alec Kessler,20,18,123,6,2,0.25,250,106,0.44,75,56,0.75,52,6,734,64,113,271,188,10,48,Alec,Kessler,alec kessler,alec,kessler,FALSE
Walker Kessler,5,7,14,0,0,0,15,10,0.67,11,5,0.46,4,0,72,11,9,25,25,2,4,Walker,Kessler,walker kessler,walker,kessler,TRUE
Lari Ketner,1,2,11,0,0,0,16,6,0.3,6,4,0.57,12,0,68,6,10,17,17,2,6,Lari,Ketner,lari ketner,lari,ketner,FALSE
Braxton Key,6,6,18,10,3,0.15,36,17,0.6,7,4,0.52,6,0,100,6,13,40,25,5,6,Braxton,Key,braxton key,braxton,key,TRUE
Randolph Keys,40,8,71,27,8,0.22,272,116,0.41,55,40,0.75,46,5,705,44,107,280,115,29,37,Randolph,Keys,randolph keys,randolph,keys,FALSE
Viktor Khryapa,36,12,81,12,4,0.17,142,63,0.42,48,32,0.64,36,14,588,42,88,161,123,22,35,Viktor,Khryapa,viktor khryapa,viktor,khryapa,FALSE
Jason Kidd,582,22,333,269,94,0.35,734,293,0.4,186,146,0.78,66,64,2391,84,124,826,416,128,192,Jason,Kidd,jason kidd,jason,kidd,FALSE
Stanton Kidd,0,0,3,0,0,0,3,0,0,0,0,0,4,0,15,0,3,0,3,0,2,Stanton,Kidd,stanton kidd,stanton,kidd,FALSE
Warren Kidd,19,23,157,0,0,0,169,100,0.59,86,47,0.55,68,14,884,76,129,247,233,19,44,Warren,Kidd,warren kidd,warren,kidd,FALSE
Michael Kidd-Gilchrist,53,31,177,12,3,0.18,315,148,0.44,113,81,0.74,47,36,1126,72,99,381,249,30,42,Michael,Kidd-Gilchrist,michael kidd-gilchrist,michael,kidd-gilchrist,FALSE
Sean Kilpatrick,31,2,52,84,28,0.33,188,78,0.39,52,46,0.91,24,3,434,6,26,229,57,10,28,Sean,Kilpatrick,sean kilpatrick,sean,kilpatrick,FALSE
Bo Kimble,33,5,35,29,8,0.28,187,72,0.4,53,38,0.6,35,7,445,19,68,191,54,14,33,Bo,Kimble,bo kimble,bo,kimble,FALSE
Stan Kimbrough,3,0,2,0,1,0.25,11,4,0.39,0,0,0.5,6,0,32,2,2,10,4,2,2,Stan,Kimbrough,stan kimbrough,stan,kimbrough,FALSE
Albert King,130,22,167,23,6,0.23,653,301,0.45,140,111,0.8,59,36,1426,84,179,719,251,50,128,Albert,King,albert king,albert,king,FALSE
Chris King,39,11,68,40,15,0.23,213,90,0.37,55,35,0.41,34,22,686,36,61,231,104,25,40,Chris,King,chris king,chris,king,FALSE
Frankie King,4,0,6,2,1,0.25,14,5,0.34,4,3,0.67,6,0,40,2,6,14,8,3,2,Frankie,King,frankie king,frankie,king,FALSE
George King,0,0,3,2,0,0,2,0,0,0,1,0.25,2,0,12,0,2,1,3,0,1,George,King,george king,george,king,FALSE
Gerard King,28,9,88,0,0,0,156,78,0.48,43,32,0.72,42,10,609,43,79,189,131,17,31,Gerard,King,gerard king,gerard,king,FALSE
Jimmy King,45,6,34,17,2,0.07,130,56,0.38,40,28,0.6,32,1,445,22,39,142,56,12,30,Jimmy,King,jimmy king,jimmy,king,FALSE
Louis King,8,1,11,16,5,0.34,34,13,0.4,6,4,0.57,9,0,84,2,11,36,13,4,2,Louis,King,louis king,louis,king,FALSE
Rich King,5,2,11,1,0,0,28,11,0.31,18,12,0.56,18,1,77,8,16,34,18,1,7,Rich,King,rich king,rich,king,FALSE
Stacey King,37,21,86,2,0,0.06,217,102,0.48,91,64,0.59,42,8,714,58,87,269,144,17,51,Stacey,King,stacey king,stacey,king,FALSE
Tarence Kinsey,18,0,35,24,8,0.37,137,62,0.44,47,39,0.83,36,5,447,14,34,170,49,23,24,Tarence,Kinsey,tarence kinsey,tarence,kinsey,FALSE
Andrei Kirilenko,167,112,227,91,28,0.27,511,242,0.44,283,213,0.74,61,42,1840,108,123,725,335,84,117,Andrei,Kirilenko,andrei kirilenko,andrei,kirilenko,FALSE
Alex Kirk,0,0,0,0,0,0,4,0,0.25,2,2,0,5,0,14,0,0,4,0,0,0,Alex,Kirk,alex kirk,alex,kirk,FALSE
Corey Kispert,85,22,156,320,112,0.35,514,234,0.46,62,54,0.87,77,36,1801,53,93,634,209,35,50,Corey,Kispert,corey kispert,corey,kispert,TRUE
Curtis Kitchen,0,3,5,0,0,0,6,3,0.5,4,3,0.75,6,0,31,4,4,9,9,2,0,Curtis,Kitchen,curtis kitchen,curtis,kitchen,FALSE
Greg Kite,24,29,114,0,0,0.06,112,49,0.38,40,19,0.41,45,15,676,60,107,117,174,12,38,Greg,Kite,greg kite,greg,kite,FALSE
Kerry Kittles,162,28,184,230,87,0.37,792,347,0.43,146,114,0.76,63,57,2116,64,112,896,248,101,78,Kerry,Kittles,kerry kittles,kerry,kittles,FALSE
Maxi Kleber,58,50,197,189,68,0.38,308,137,0.45,55,44,0.75,55,22,1240,66,113,386,262,24,37,Maxi,Kleber,maxi kleber,maxi,kleber,TRUE
Joe Kleine,36,16,156,3,1,0.17,240,107,0.42,63,51,0.8,55,11,849,73,114,266,229,16,46,Joe,Kleine,joe kleine,joe,kleine,FALSE
Linas Kleiza,46,10,155,165,55,0.31,416,181,0.42,119,91,0.76,58,9,1169,55,127,509,210,23,58,Linas,Kleiza,linas kleiza,linas,kleiza,FALSE
Brandin Knight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Brandin,Knight,brandin knight,brandin,knight,FALSE
Brandon Knight,150,6,97,174,62,0.33,454,186,0.38,107,87,0.78,39,29,1096,19,74,521,115,34,90,Brandon,Knight,brandon knight,brandon,knight,FALSE
Brevin Knight,294,5,103,8,1,0.12,324,133,0.39,104,82,0.73,49,28,1216,19,125,349,121,83,90,Brevin,Knight,brevin knight,brevin,knight,FALSE
Nathan Knight,10,6,33,15,3,0.16,63,27,0.29,38,29,0.51,24,1,183,20,22,87,53,5,11,Nathan,Knight,nathan knight,nathan,knight,TRUE
Negele Knight,110,5,35,14,4,0.17,223,98,0.41,65,49,0.66,39,11,666,16,59,249,52,18,50,Negele,Knight,negele knight,negele,knight,FALSE
Travis Knight,32,31,103,8,2,0.04,170,75,0.4,45,31,0.69,53,8,653,63,115,182,166,19,35,Travis,Knight,travis knight,travis,knight,FALSE
Kevin Knox II,26,9,78,110,37,0.29,235,86,0.34,56,39,0.62,35,9,608,18,51,248,96,12,27,Kevin,Knox II,kevin knox ii,kevin,knox ii,TRUE
Bart Kofoed,22,1,8,3,1,0.09,30,12,0.29,14,9,0.6,22,0,140,3,19,32,11,4,11,Bart,Kofoed,bart kofoed,bart,kofoed,FALSE
Christian Koloko,2,3,8,0,0,0,8,2,0.25,6,3,0.5,4,0,65,4,12,7,12,0,0,Christian,Koloko,christian koloko,christian,koloko,TRUE
Jon Koncak,71,72,254,8,2,0.11,279,131,0.47,93,56,0.59,71,34,1492,97,225,320,351,49,57,Jon,Koncak,jon koncak,jon,koncak,FALSE
John Konchar,45,9,95,53,22,0.44,116,61,0.55,21,14,0.6,34,2,540,37,35,157,132,22,14,John,Konchar,john konchar,john,konchar,TRUE
Joe Kopicki,28,3,68,4,0,0.27,93,46,0.49,64,52,0.82,39,0,396,37,50,144,105,12,25,Joe,Kopicki,joe kopicki,joe,kopicki,FALSE
Furkan Korkmaz,57,6,83,176,62,0.28,288,117,0.32,53,40,0.6,43,8,799,12,49,336,96,26,30,Furkan,Korkmaz,furkan korkmaz,furkan,korkmaz,TRUE
Frank Kornet,15,2,30,19,5,0.26,88,32,0.37,26,16,0.58,44,0,298,18,41,86,48,10,17,Frank,Kornet,frank kornet,frank,kornet,FALSE
Luke Kornet,16,14,33,46,14,0.16,78,32,0.37,10,7,0.57,18,3,235,11,17,86,44,5,6,Luke,Kornet,luke kornet,luke,kornet,TRUE
Yaroslav Korolev,6,0,5,6,2,0.24,23,6,0.28,8,5,0.6,17,0,84,3,6,20,8,3,4,Yaroslav,Korolev,yaroslav korolev,yaroslav,korolev,FALSE
Kyle Korver,105,20,164,292,124,0.43,472,209,0.44,75,66,0.87,63,19,1565,17,127,607,181,39,65,Kyle,Korver,kyle korver,kyle,korver,FALSE
Kosta Koufos,28,41,179,0,0,0,264,140,0.51,58,34,0.57,57,18,900,97,112,313,276,23,39,Kosta,Koufos,kosta koufos,kosta,koufos,FALSE
Viacheslav Kravtsov,5,5,14,0,0,0,30,20,0.62,22,8,0.4,22,0,142,16,20,48,31,2,10,Viacheslav,Kravtsov,viacheslav kravtsov,viacheslav,kravtsov,FALSE
Vit Krejci,29,4,42,49,16,0.16,84,34,0.2,11,10,0.43,16,4,346,9,32,94,50,10,14,Vit,Krejci,vit krejci,vit,krejci,TRUE
Wayne Kreklow,9,0,10,4,0,0.25,47,11,0.23,10,7,0.7,25,0,100,2,20,30,12,2,10,Wayne,Kreklow,wayne kreklow,wayne,kreklow,FALSE
Nenad Krstic,41,35,189,2,0,0.05,438,217,0.49,132,97,0.75,54,49,1347,100,159,532,288,21,61,Nenad,Krstic,nenad krstic,nenad,krstic,FALSE
Larry Krystkowiak,57,7,156,4,1,0.05,314,144,0.45,116,92,0.77,47,15,1011,71,116,381,228,29,58,Larry,Krystkowiak,larry krystkowiak,larry,krystkowiak,FALSE
Bruce Kuczenski,4,1,8,0,0,0,18,5,0.26,6,4,0.67,8,0,60,4,9,14,12,1,8,Bruce,Kuczenski,bruce kuczenski,bruce,kuczenski,FALSE
Toni Kukoc,211,19,172,148,50,0.34,555,247,0.44,171,124,0.71,57,18,1506,68,99,668,240,55,106,Toni,Kukoc,toni kukoc,toni,kukoc,FALSE
Arnoldas Kulboka,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,Arnoldas,Kulboka,arnoldas kulboka,arnoldas,kulboka,FALSE
Jonathan Kuminga,32,12,92,76,25,0.17,234,120,0.47,96,66,0.84,36,6,606,28,76,330,120,16,40,Jonathan,Kuminga,jonathan kuminga,jonathan,kuminga,TRUE
Rodions Kurucs,20,6,56,53,17,0.39,115,50,0.41,23,17,0.61,25,9,371,15,45,135,72,14,25,Rodions,Kurucs,rodions kurucs,rodions,kurucs,FALSE
Rob Kurz,20,19,48,38,15,0.4,131,51,0.39,50,40,0.8,40,5,442,33,78,157,81,14,16,Rob,Kurz,rob kurz,rob,kurz,FALSE
Ibrahim Kutluay,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,2,Ibrahim,Kutluay,ibrahim kutluay,ibrahim,kutluay,FALSE
Kyle Kuzma,128,31,293,317,108,0.35,755,339,0.45,158,114,0.71,58,36,1751,63,119,899,356,32,108,Kyle,Kuzma,kyle kuzma,kyle,kuzma,TRUE
Ognjen Kuzmic,4,2,10,0,0,0,12,6,0.53,8,4,0.73,18,0,82,8,15,18,19,2,8,Ognjen,Kuzmic,ognjen kuzmic,ognjen,kuzmic,FALSE
Mindaugas Kuzminskas,34,6,40,84,27,0.16,186,79,0.21,34,28,0.4,34,2,509,24,40,212,63,14,26,Mindaugas,Kuzminskas,mindaugas kuzminskas,mindaugas,kuzminskas,FALSE
Raef LaFrentz,58,94,236,132,48,0.3,475,221,0.46,101,72,0.71,53,43,1417,98,179,562,334,28,50,Raef,LaFrentz,raef lafrentz,raef,lafrentz,FALSE
Jake LaRavia,0,2,7,11,6,0.55,17,7,0.41,3,3,0,4,0,61,4,12,23,11,0,2,Jake,LaRavia,jake laravia,jake,laravia,TRUE
Rusty LaRue,30,2,21,34,11,0.41,99,37,0.37,14,12,0.74,20,1,313,4,29,97,25,12,19,Rusty,LaRue,rusty larue,rusty,larue,FALSE
Zach LaVine,207,16,184,298,115,0.39,820,378,0.45,224,186,0.83,53,44,1698,25,116,1056,209,47,142,Zach,LaVine,zach lavine,zach,lavine,TRUE
Skal Labissiere,27,18,79,16,6,0.46,154,76,0.53,43,32,0.64,28,7,462,39,57,189,117,10,27,Skal,Labissiere,skal labissiere,skal,labissiere,FALSE
Christian Laettner,150,47,282,24,6,0.24,580,280,0.48,247,203,0.82,60,48,1759,113,193,769,395,62,133,Christian,Laettner,christian laettner,christian,laettner,FALSE
Oliver Lafayette,2,0,3,2,0,0.5,6,3,0.5,0,0,0,0,0,22,0,0,7,4,0,0,Oliver,Lafayette,oliver lafayette,oliver,lafayette,FALSE
Bill Laimbeer,143,64,498,40,13,0.27,733,365,0.5,197,164,0.84,72,60,2237,191,246,907,689,47,107,Bill,Laimbeer,bill laimbeer,bill,laimbeer,FALSE
Anthony Lamb,12,2,22,36,12,0.16,60,23,0.2,10,9,0.43,13,2,212,14,17,66,36,3,10,Anthony,Lamb,anthony lamb,anthony,lamb,TRUE
Doron Lamb,27,0,29,41,16,0.38,122,46,0.38,26,17,0.64,37,0,462,6,40,125,35,9,20,Doron,Lamb,doron lamb,doron,lamb,FALSE
Jeremy Lamb,82,20,158,160,55,0.33,432,188,0.42,101,87,0.86,52,11,1069,27,82,518,186,37,42,Jeremy,Lamb,jeremy lamb,jeremy,lamb,FALSE
Jeff Lamp,48,2,57,10,2,0.19,226,106,0.41,57,48,0.85,46,1,599,23,69,263,80,18,36,Jeff,Lamp,jeff lamp,jeff,lamp,FALSE
Maciej Lampe,5,2,25,2,1,0.17,53,21,0.29,9,6,0.4,15,0,149,9,19,48,34,2,8,Maciej,Lampe,maciej lampe,maciej,lampe,FALSE
Jim Lampley,0,0,4,0,0,0,3,0,0.33,2,0,0.5,0,0,16,0,0,3,5,0,0,Jim,Lampley,jim lampley,jim,lampley,FALSE
Sean Lampley,16,2,33,2,0,0,74,34,0.54,47,32,0.68,22,0,275,14,22,102,47,4,14,Sean,Lampley,sean lampley,sean,lampley,FALSE
Jock Landale,23,8,43,48,15,0.25,111,54,0.47,24,20,0.77,28,1,316,34,30,144,77,5,16,Jock,Landale,jock landale,jock,landale,TRUE
Carl Landry,37,23,154,3,1,0.14,424,225,0.53,188,147,0.78,51,11,1231,104,126,599,258,24,65,Carl,Landry,carl landry,carl,landry,FALSE
Marcus Landry,0,1,9,19,6,0.22,29,11,0.25,3,2,0.4,12,0,74,3,9,29,13,1,4,Marcus,Landry,marcus landry,marcus,landry,FALSE
Jerome Lane,42,5,91,2,0,0.03,146,64,0.5,56,21,0.33,29,10,424,75,72,149,166,18,34,Jerome,Lane,jerome lane,jerome,lane,FALSE
Andrew Lang,35,88,188,2,0,0.13,327,152,0.46,94,71,0.72,58,32,1265,96,163,376,283,27,59,Andrew,Lang,andrew lang,andrew,lang,FALSE
Antonio Lang,6,6,17,0,0,0,34,15,0.47,16,11,0.76,19,0,179,10,27,42,27,7,11,Antonio,Lang,antonio lang,antonio,lang,FALSE
James Lang,2,3,6,0,0,0,9,4,0.44,5,3,0.6,11,0,55,5,14,11,11,0,2,James,Lang,james lang,james,lang,FALSE
Trajan Langdon,51,5,43,72,29,0.4,176,73,0.4,44,40,0.94,40,2,580,10,60,216,53,19,33,Trajan,Langdon,trajan langdon,trajan,langdon,FALSE
Keith Langford,0,0,2,0,0,0,4,0,0.25,0,0,0,2,0,10,0,0,2,2,0,0,Keith,Langford,keith langford,keith,langford,FALSE
Romeo Langford,11,8,34,36,11,0.19,88,36,0.42,20,12,0.5,25,3,367,14,25,96,49,10,9,Romeo,Langford,romeo langford,romeo,langford,TRUE
Dan Langhi,6,2,25,7,2,0.26,76,30,0.37,11,7,0.65,23,1,214,9,19,68,34,5,6,Dan,Langhi,dan langhi,dan,langhi,FALSE
Nicolas Laprovittola,28,0,9,27,10,0.37,47,20,0.43,9,9,0,18,3,174,0,19,59,10,4,19,Nicolas,Laprovittola,nicolas laprovittola,nicolas,laprovittola,FALSE
Shane Larkin,184,6,102,87,29,0.33,322,136,0.41,62,48,0.77,64,10,1220,21,94,350,122,61,75,Shane,Larkin,shane larkin,shane,larkin,FALSE
Stephane Lasme,2,15,18,0,0,0,47,21,0.3,21,13,0.4,11,3,202,17,23,55,35,9,10,Stephane,Lasme,stephane lasme,stephane,lasme,FALSE
Priest Lauderdale,16,13,50,1,0,0,108,51,0.48,46,26,0.56,37,0,262,22,51,128,72,4,42,Priest,Lauderdale,priest lauderdale,priest,lauderdale,FALSE
Joffrey Lauvergne,42,7,122,45,14,0.24,222,104,0.46,48,34,0.67,46,3,634,52,62,256,173,13,37,Joffrey,Lauvergne,joffrey lauvergne,joffrey,lauvergne,FALSE
Acie Law,47,1,25,19,4,0.21,100,42,0.41,37,29,0.76,29,0,372,5,30,117,31,14,23,Acie,Law,acie law,acie,law,FALSE
Vic Law,3,0,9,7,0,0.14,18,6,0.33,6,2,0.33,8,0,62,2,6,15,11,2,2,Vic,Law,vic law,vic,law,FALSE
Gani Lawal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Gani,Lawal,gani lawal,gani,lawal,FALSE
Jason Lawson,5,4,19,0,0,0,15,9,0.6,10,8,0.8,17,0,80,8,14,26,27,4,2,Jason,Lawson,jason lawson,jason,lawson,FALSE
Ty Lawson,355,6,125,143,51,0.36,578,264,0.45,205,157,0.73,62,36,1750,38,98,735,163,69,125,Ty,Lawson,ty lawson,ty,lawson,FALSE
Jake Layman,21,12,52,73,22,0.27,166,76,0.41,30,21,0.72,40,8,516,17,42,196,70,16,20,Jake,Layman,jake layman,jake,layman,TRUE
Caris LeVert,161,15,122,168,56,0.34,518,227,0.43,123,92,0.76,39,25,1103,28,81,602,151,42,75,Caris,LeVert,caris levert,caris,levert,TRUE
T.J. Leaf,11,7,47,23,8,0.24,104,51,0.48,16,10,0.67,36,1,310,24,26,119,71,6,8,T.J.,Leaf,t.j. leaf,t.j.,leaf,FALSE
Jeff Lebo,3,0,2,0,0,0,7,2,0.29,2,2,0,4,0,32,2,7,6,4,2,0,Jeff,Lebo,jeff lebo,jeff,lebo,FALSE
Eric Leckner,21,14,108,0,0,0,144,72,0.46,61,40,0.57,45,5,559,37,103,183,146,8,39,Eric,Leckner,eric leckner,eric,leckner,FALSE
Jalen Lecque,2,0,2,2,0,0,10,2,0.26,2,2,0,4,0,22,0,2,8,4,0,0,Jalen,Lecque,jalen lecque,jalen,lecque,FALSE
Ricky Ledo,10,1,10,16,6,0.29,52,18,0.26,12,9,0.74,11,0,130,8,11,50,18,3,14,Ricky,Ledo,ricky ledo,ricky,ledo,FALSE
Courtney Lee,91,15,119,151,58,0.38,442,200,0.45,77,66,0.83,56,35,1482,24,91,524,143,54,51,Courtney,Lee,courtney lee,courtney,lee,FALSE
Damion Lee,53,4,111,126,45,0.37,244,106,0.43,50,43,0.83,36,9,767,17,60,300,128,27,27,Damion,Lee,damion lee,damion,lee,TRUE
David Lee,136,26,384,2,0,0.02,636,340,0.54,197,152,0.76,63,36,1799,161,163,833,545,46,109,David,Lee,david lee,david,lee,FALSE
Doug Lee,11,2,8,19,6,0.33,49,20,0.36,13,9,0.46,24,0,138,6,21,56,14,6,7,Doug,Lee,doug lee,doug,lee,FALSE
Keith Lee,59,37,193,4,1,0.07,337,152,0.45,89,67,0.75,61,14,969,94,163,371,287,25,72,Keith,Lee,keith lee,keith,lee,FALSE
Kurk Lee,34,2,23,15,3,0.2,71,19,0.27,28,25,0.89,48,0,265,7,39,66,30,11,20,Kurk,Lee,kurk lee,kurk,lee,FALSE
Malcolm Lee,17,3,14,11,3,0.18,45,17,0.26,12,9,0.47,12,4,178,8,17,47,22,7,9,Malcolm,Lee,malcolm lee,malcolm,lee,FALSE
Saben Lee,140,12,73,42,11,0.29,194,84,0.43,80,58,0.74,42,4,692,19,60,238,92,34,46,Saben,Lee,saben lee,saben,lee,FALSE
Tim Legler,37,4,32,56,24,0.28,162,72,0.39,45,38,0.74,29,0,491,13,48,206,45,14,18,Tim,Legler,tim legler,tim,legler,FALSE
Walt Lemon Jr.,18,0,12,3,2,0.7,52,22,0.44,7,5,0.7,6,2,101,2,10,52,14,6,7,Walt,Lemon Jr.,walt lemon jr.,walt,lemon jr.,FALSE
Alex Len,45,51,205,32,10,0.31,301,156,0.53,118,80,0.66,53,22,978,97,132,402,302,21,60,Alex,Len,alex len,alex,len,TRUE
Voshon Lenard,94,10,100,193,74,0.36,468,194,0.4,92,72,0.71,45,25,1216,27,96,534,127,34,60,Voshon,Lenard,voshon lenard,voshon,lenard,FALSE
Gary Leonard,1,3,7,0,0,0,12,6,0.36,7,3,0.64,10,0,50,4,10,15,11,1,3,Gary,Leonard,gary leonard,gary,leonard,FALSE
Kawhi Leonard,152,33,273,205,79,0.36,736,363,0.49,239,205,0.84,53,50,1642,64,90,1010,337,92,85,Kawhi,Leonard,kawhi leonard,kawhi,leonard,TRUE
Meyers Leonard,44,14,157,93,36,0.37,221,106,0.49,36,29,0.77,50,10,795,36,107,278,193,9,34,Meyers,Leonard,meyers leonard,meyers,leonard,FALSE
Jim Les,106,2,35,55,22,0.22,106,42,0.33,39,31,0.79,36,1,479,10,48,137,45,19,34,Jim,Les,jim les,jim,les,FALSE
Travis Leslie,5,2,3,0,0,0,14,5,0.36,9,4,0.44,10,0,45,6,4,14,9,2,2,Travis,Leslie,travis leslie,travis,leslie,FALSE
Clifford Lett,4,1,3,1,0,0,18,8,0.37,4,3,0.33,6,0,64,1,8,19,4,0,5,Clifford,Lett,clifford lett,clifford,lett,FALSE
Jon Leuer,31,10,109,38,12,0.18,208,100,0.49,42,32,0.68,40,8,613,37,60,245,146,14,27,Jon,Leuer,jon leuer,jon,leuer,FALSE
Lafayette Lever,427,19,280,48,15,0.27,864,386,0.43,210,162,0.77,68,54,2165,131,164,948,411,151,134,Lafayette,Lever,lafayette lever,lafayette,lever,FALSE
Cliff Levingston,68,54,230,3,0,0.12,411,212,0.5,164,111,0.65,75,20,1542,161,209,535,392,49,75,Cliff,Levingston,cliff levingston,cliff,levingston,FALSE
Cedric Lewis,0,0,0,0,0,0,3,2,0.67,0,0,0,3,0,4,2,0,4,2,0,0,Cedric,Lewis,cedric lewis,cedric,lewis,FALSE
Martin Lewis,4,2,8,5,2,0.31,37,18,0.46,14,8,0.55,12,0,120,10,14,44,18,4,8,Martin,Lewis,martin lewis,martin,lewis,FALSE
Quincy Lewis,24,9,35,28,9,0.32,146,58,0.39,23,16,0.52,40,5,462,18,84,142,52,15,24,Quincy,Lewis,quincy lewis,quincy,lewis,FALSE
Ralph Lewis,6,1,13,1,0,0.07,44,19,0.41,18,10,0.62,21,0,140,12,14,48,25,5,9,Ralph,Lewis,ralph lewis,ralph,lewis,FALSE
Rashard Lewis,103,32,235,270,104,0.36,726,328,0.44,178,143,0.78,61,50,1965,83,144,903,318,65,92,Rashard,Lewis,rashard lewis,rashard,lewis,FALSE
Reggie Lewis,192,70,227,22,4,0.16,1092,533,0.49,299,246,0.81,75,59,2446,96,211,1317,323,95,118,Reggie,Lewis,reggie lewis,reggie,lewis,FALSE
Scottie Lewis,0,0,0,0,0,0,0,0,0,2,0,0.5,2,0,7,0,0,0,0,0,0,Scottie,Lewis,scottie lewis,scottie,lewis,FALSE
Kira Lewis Jr.,86,6,44,89,26,0.28,242,94,0.4,32,26,0.84,39,0,622,10,52,242,55,24,30,Kira,Lewis Jr.,kira lewis jr.,kira,lewis jr.,TRUE
Marcus Liberty,44,13,90,37,13,0.29,333,137,0.41,84,55,0.58,51,10,809,74,88,342,164,33,48,Marcus,Liberty,marcus liberty,marcus,liberty,FALSE
Todd Lichti,42,6,43,10,3,0.34,206,94,0.43,64,50,0.65,31,6,546,23,54,241,66,23,32,Todd,Lichti,todd lichti,todd,lichti,FALSE
DeAndre Liggins,25,7,40,25,9,0.25,63,25,0.48,14,8,0.41,33,5,379,8,40,67,48,21,16,DeAndre,Liggins,deandre liggins,deandre,liggins,FALSE
Damian Lillard,432,20,233,527,196,0.37,1198,524,0.44,402,359,0.89,65,65,2362,39,125,1604,273,62,183,Damian,Lillard,damian lillard,damian,lillard,TRUE
Jeremy Lin,207,17,118,136,46,0.33,445,193,0.43,171,139,0.83,50,20,1241,20,109,570,138,51,110,Jeremy,Lin,jeremy lin,jeremy,lin,FALSE
Steve Lingenfelter,2,2,6,0,0,0,4,2,0.83,3,0,0,5,0,34,2,11,5,8,1,3,Steve,Lingenfelter,steve lingenfelter,steve,lingenfelter,FALSE
