FULL_NAME,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,GS,MIN,OREB,PF,PTS,REB,STL,TOV,FIRST_NAME,LAST_NAME,FULL_NAME_LOWER,FIRST_NAME_LOWER,LAST_NAME_LOWER,IS_ACTIVE 
Alton Lister,52,84,242,1,0,0.03,278,142,0.49,122,73,0.58,56,33,1094,106,184,358,349,20,83,Alton,Lister,alton lister,alton,lister,FALSE
Nassir Little,25,16,90,76,24,0.34,163,75,0.48,47,34,0.59,36,8,589,30,52,207,120,11,18,Nassir,Little,nassir little,nassir,little,TRUE
Isaiah Livers,10,4,22,34,14,0.54,48,22,0.48,7,6,0.43,10,2,200,8,20,64,30,8,9,Isaiah,Livers,isaiah livers,isaiah,livers,TRUE
Randy Livingston,38,3,19,9,3,0.14,68,28,0.28,15,12,0.61,18,2,244,7,27,70,26,11,20,Randy,Livingston,randy livingston,randy,livingston,FALSE
Shaun Livingston,142,18,86,4,1,0.1,251,122,0.47,66,53,0.78,47,11,983,27,85,298,113,33,59,Shaun,Livingston,shaun livingston,shaun,livingston,FALSE
Horacio Llamas,2,4,14,2,1,0.17,24,12,0.46,9,6,0.6,14,0,70,4,20,29,18,6,10,Horacio,Llamas,horacio llamas,horacio,llamas,FALSE
Robert Lock,4,4,18,0,0,0,32,9,0.28,15,12,0.8,20,0,110,14,15,30,32,3,13,Robert,Lock,robert lock,robert,lock,FALSE
Darrell Lockhart,0,0,3,0,0,0,2,2,0,0,0,0,2,0,14,0,5,4,3,0,2,Darrell,Lockhart,darrell lockhart,darrell,lockhart,FALSE
Ian Lockhart,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,4,0,0,0,Ian,Lockhart,ian lockhart,ian,lockhart,FALSE
Kevin Loder,38,10,47,5,1,0.24,167,77,0.36,43,30,0.55,32,5,446,24,55,185,71,14,31,Kevin,Loder,kevin loder,kevin,loder,FALSE
Zach Lofton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Zach,Lofton,zach lofton,zach,lofton,FALSE
Kenneth Lofton Jr.,0,0,0,0,0,0,4,2,0.5,0,0,0,0,0,9,0,3,4,0,0,0,Kenneth,Lofton Jr.,kenneth lofton jr.,kenneth,lofton jr.,TRUE
Brad Lohaus,58,39,113,80,29,0.29,284,125,0.42,43,32,0.68,51,11,831,40,102,311,152,24,45,Brad,Lohaus,brad lohaus,brad,lohaus,FALSE
Art Long,11,11,46,1,1,0.43,80,35,0.32,21,10,0.23,25,5,286,30,51,81,76,6,21,Art,Long,art long,art,long,FALSE
Grant Long,109,24,259,19,6,0.17,480,224,0.45,212,161,0.75,64,44,1833,139,188,615,398,77,105,Grant,Long,grant long,grant,long,FALSE
Shawn Long,13,9,44,19,7,0.37,109,61,0.56,35,19,0.54,18,0,234,41,49,148,85,9,13,Shawn,Long,shawn long,shawn,long,FALSE
Luc Longley,79,52,186,1,0,0,343,159,0.45,89,68,0.75,54,34,1126,83,162,385,269,27,88,Luc,Longley,luc longley,luc,longley,FALSE
Kevon Looney,64,26,135,7,1,0.17,163,93,0.56,50,30,0.51,46,19,760,85,97,217,221,22,27,Kevon,Looney,kevon looney,kevon,looney,TRUE
Brook Lopez,83,102,243,129,44,0.18,736,363,0.49,227,181,0.77,58,55,1750,118,154,952,361,34,99,Brook,Lopez,brook lopez,brook,lopez,TRUE
Felipe Lopez,60,15,95,33,11,0.33,292,127,0.43,102,68,0.66,53,21,952,44,101,333,140,37,56,Felipe,Lopez,felipe lopez,felipe,lopez,FALSE
Raul Lopez,214,2,82,65,22,0.37,326,140,0.43,75,64,0.84,56,13,1068,16,139,366,97,42,110,Raul,Lopez,raul lopez,raul,lopez,FALSE
Robin Lopez,53,69,166,12,4,0.1,427,229,0.55,115,86,0.67,63,40,1374,142,121,548,308,14,69,Robin,Lopez,robin lopez,robin,lopez,TRUE
Ryan Lorthridge,101,0,47,14,3,0.21,223,106,0.47,88,57,0.65,37,2,672,24,42,272,71,28,57,Ryan,Lorthridge,ryan lorthridge,ryan,lorthridge,FALSE
Didi Louzada,3,0,6,14,5,0.27,20,7,0.25,0,0,0.5,5,1,78,3,8,20,9,2,3,Didi,Louzada,didi louzada,didi,louzada,FALSE
Kevin Love,128,23,441,263,98,0.35,714,315,0.43,275,228,0.84,54,44,1677,138,109,956,579,35,103,Kevin,Love,kevin love,kevin,love,TRUE
Sidney Lowe,133,2,44,5,1,0.06,94,35,0.35,37,28,0.69,36,7,602,14,52,98,58,34,34,Sidney,Lowe,sidney lowe,sidney,lowe,FALSE
Kyle Lowry,356,17,202,288,105,0.34,626,266,0.42,236,192,0.82,58,43,1812,44,156,829,246,75,134,Kyle,Lowry,kyle lowry,kyle,lowry,TRUE
Jordan Loyd,6,0,8,8,4,0.5,18,8,0.44,11,9,0.82,12,0,55,0,5,29,9,0,2,Jordan,Loyd,jordan loyd,jordan,loyd,FALSE
Kalin Lucas,1,0,2,1,0,0,0,0,0,0,0,0.5,0,0,6,0,0,0,2,1,0,Kalin,Lucas,kalin lucas,kalin,lucas,FALSE
John Lucas III,45,0,22,59,20,0.23,148,57,0.36,12,10,0.5,30,0,366,7,24,143,30,11,16,John,Lucas III,john lucas iii,john,lucas iii,FALSE
Tyronn Lue,128,1,61,87,34,0.41,300,132,0.44,64,53,0.75,42,13,931,9,79,351,70,20,48,Tyronn,Lue,tyronn lue,tyronn,lue,FALSE
Gabriel Lundberg,11,0,5,8,3,0.38,19,5,0.26,0,0,0,4,0,44,2,7,13,7,3,3,Gabriel,Lundberg,gabriel lundberg,gabriel,lundberg,FALSE
Timothe Luwawu-Cabarrot,40,6,77,134,44,0.32,234,91,0.38,54,44,0.8,47,8,740,17,85,271,94,19,32,Timothe,Luwawu-Cabarrot,timothe luwawu-cabarrot,timothe,luwawu-cabarrot,TRUE
Tyler Lydon,3,0,6,5,2,0.2,9,4,0.25,2,1,0.17,13,0,48,4,5,12,9,0,2,Tyler,Lydon,tyler lydon,tyler,lydon,FALSE
Trey Lyles,57,19,187,138,46,0.33,349,155,0.43,97,73,0.66,53,15,977,46,77,430,234,21,45,Trey,Lyles,trey lyles,trey,lyles,TRUE
George Lynch,93,22,200,40,12,0.27,390,174,0.43,101,66,0.65,64,35,1473,126,140,426,325,68,74,George,Lynch,george lynch,george,lynch,FALSE
Kevin Lynch,54,8,39,4,2,0.19,141,62,0.46,42,30,0.72,48,6,572,21,76,155,60,24,34,Kevin,Lynch,kevin lynch,kevin,lynch,FALSE
Sheldon Mac,15,2,30,30,7,0.23,75,30,0.4,27,23,0.85,30,3,287,4,17,90,34,8,5,Sheldon,Mac,sheldon mac,sheldon,mac,FALSE
Todd MacCulloch,30,44,137,0,0,0,262,142,0.55,91,58,0.62,56,26,858,85,120,342,222,15,38,Todd,MacCulloch,todd macculloch,todd,macculloch,FALSE
Don MacLean,45,6,95,22,6,0.4,322,147,0.4,115,88,0.65,35,12,742,40,66,388,134,13,44,Don,MacLean,don maclean,don,maclean,FALSE
Scott Machado,4,0,1,0,1,0.5,6,4,0.58,2,2,0,5,0,20,0,0,9,1,2,4,Scott,Machado,scott machado,scott,machado,FALSE
Arvydas Macijauskas,5,0,7,12,3,0.25,41,14,0.34,15,13,0.87,19,0,135,3,10,44,10,7,8,Arvydas,Macijauskas,arvydas macijauskas,arvydas,macijauskas,FALSE
Sam Mack,43,5,56,122,46,0.34,241,98,0.39,41,34,0.84,34,13,679,14,61,276,70,22,28,Sam,Mack,sam mack,sam,mack,FALSE
Shelvin Mack,124,2,68,81,27,0.28,246,105,0.41,44,32,0.64,40,6,741,10,51,268,78,26,50,Shelvin,Mack,shelvin mack,shelvin,mack,FALSE
Malcolm Mackey,0,3,12,2,0,0,37,14,0.38,8,4,0.5,22,0,69,12,9,32,24,0,2,Malcolm,Mackey,malcolm mackey,malcolm,mackey,FALSE
Rudy Macklin,40,10,87,2,0,0,291,131,0.44,106,82,0.8,53,17,917,68,144,343,155,27,69,Rudy,Macklin,rudy macklin,rudy,macklin,FALSE
Vernon Macklin,5,4,20,0,0,0,35,19,0.54,14,8,0.57,23,0,135,14,9,46,34,4,3,Vernon,Macklin,vernon macklin,vernon,macklin,FALSE
Daryl Macon,4,0,5,6,3,0.48,15,6,0.35,4,2,0.29,6,0,52,0,4,16,6,1,4,Daryl,Macon,daryl macon,daryl,macon,FALSE
Mark Macon,60,3,40,17,4,0.22,249,95,0.36,49,36,0.64,37,13,689,24,82,231,64,48,45,Mark,Macon,mark macon,mark,macon,FALSE
J.P. Macura,0,0,2,2,0,0,4,2,0.17,0,0,0,2,0,9,0,0,3,2,0,0,J.P.,Macura,j.p. macura,j.p.,macura,FALSE
Tito Maddox,5,0,6,3,0,0,12,3,0.25,8,5,0.62,9,0,34,0,4,11,7,3,3,Tito,Maddox,tito maddox,tito,maddox,FALSE
Gerald Madkins,22,0,8,11,4,0.41,24,9,0.36,7,5,0.75,16,0,140,0,12,27,9,8,10,Gerald,Madkins,gerald madkins,gerald,madkins,FALSE
Mark Madsen,20,11,66,2,0,0.11,93,42,0.41,45,24,0.46,50,8,593,62,96,108,129,13,23,Mark,Madsen,mark madsen,mark,madsen,FALSE
Josh Magette,31,0,11,13,4,0.31,30,10,0.33,5,4,0.75,13,0,127,2,10,29,12,6,7,Josh,Magette,josh magette,josh,magette,FALSE
Corey Maggette,121,10,222,102,33,0.3,641,290,0.44,400,329,0.81,59,34,1669,65,167,943,287,42,134,Corey,Maggette,corey maggette,corey,maggette,FALSE
Dave Magley,2,0,8,0,0,0,16,4,0.25,8,4,0.5,14,0,56,2,5,12,10,2,2,Dave,Magley,dave magley,dave,magley,FALSE
Jamaal Magloire,28,44,219,1,0,0,266,127,0.46,159,101,0.54,51,23,1065,103,132,355,321,16,73,Jamaal,Magloire,jamaal magloire,jamaal,magloire,FALSE
Will Magnay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Will,Magnay,will magnay,will,magnay,FALSE
Ian Mahinmi,30,37,147,4,1,0.03,188,100,0.53,109,67,0.65,52,11,863,78,136,267,225,30,50,Ian,Mahinmi,ian mahinmi,ian,mahinmi,FALSE
Rick Mahorn,60,56,286,2,0,0.08,349,172,0.47,123,87,0.69,62,35,1432,101,194,431,386,35,81,Rick,Mahorn,rick mahorn,rick,mahorn,FALSE
Dan Majerle,197,26,224,271,97,0.35,655,282,0.42,160,119,0.73,68,32,2158,80,138,780,305,85,80,Dan,Majerle,dan majerle,dan,majerle,FALSE
Renaldo Major,0,0,2,0,0,0,10,2,0.2,2,0,0.5,0,0,27,0,4,5,2,2,0,Renaldo,Major,renaldo major,renaldo,major,FALSE
Thon Maker,29,32,96,79,26,0.28,178,76,0.45,62,42,0.7,47,10,657,37,81,220,133,17,25,Thon,Maker,thon maker,thon,maker,FALSE
Theo Maledon,114,7,99,154,50,0.21,311,115,0.58,80,61,0.78,39,19,902,15,65,342,114,29,69,Theo,Maledon,theo maledon,theo,maledon,FALSE
Jeff Malone,136,6,116,21,6,0.29,938,453,0.47,215,187,0.87,60,49,1925,37,108,1099,153,37,97,Jeff,Malone,jeff malone,jeff,malone,FALSE
Karl Malone,276,60,600,16,4,0.2,1379,712,0.51,694,515,0.73,78,77,2887,187,241,1944,788,110,238,Karl,Malone,karl malone,karl,malone,FALSE
Matt Maloney,142,2,73,179,66,0.31,320,130,0.35,44,35,0.78,49,34,1245,10,63,363,83,40,64,Matt,Maloney,matt maloney,matt,maloney,FALSE
Sandro Mamukelashvili,11,4,24,26,11,0.21,58,28,0.25,11,9,0.41,21,2,204,18,14,77,41,4,8,Sandro,Mamukelashvili,sandro mamukelashvili,sandro,mamukelashvili,TRUE
Karim Mane,4,2,13,2,0,0.5,13,3,0.23,5,4,0.8,10,0,88,0,10,11,14,0,3,Karim,Mane,karim mane,karim,mane,FALSE
Terance Mann,92,10,139,80,30,0.41,282,139,0.55,72,56,0.69,48,12,993,43,88,364,182,24,36,Terance,Mann,terance mann,terance,mann,TRUE
Tre Mann,50,6,76,144,51,0.3,311,122,0.4,44,34,0.65,32,14,723,14,55,330,90,24,37,Tre,Mann,tre mann,tre,mann,TRUE
Danny Manning,137,49,202,13,3,0.17,649,330,0.49,204,147,0.72,56,27,1572,97,186,810,299,65,123,Danny,Manning,danny manning,danny,manning,FALSE
Richard Manning,3,2,21,2,0,0.29,69,28,0.4,10,7,0.63,20,0,178,12,24,64,33,3,8,Richard,Manning,richard manning,richard,manning,FALSE
Nico Mannion,70,0,40,60,22,0.37,114,39,0.34,28,23,0.82,30,0,364,6,29,123,46,16,31,Nico,Mannion,nico mannion,nico,mannion,FALSE
Pace Mannion,29,3,22,10,2,0.12,79,33,0.48,24,16,0.42,28,1,270,11,30,84,33,14,17,Pace,Mannion,pace mannion,pace,mannion,FALSE
Devyn Marble,14,2,29,27,6,0.22,58,18,0.31,20,8,0.36,22,4,228,6,20,48,34,11,8,Devyn,Marble,devyn marble,devyn,marble,FALSE
Roy Marble,6,2,7,0,0,0,35,9,0.22,16,10,0.33,14,0,97,9,8,28,16,4,8,Roy,Marble,roy marble,roy,marble,FALSE
Stephon Marbury,449,8,132,207,67,0.32,917,397,0.43,325,256,0.76,57,56,2179,40,136,1116,172,71,174,Stephon,Marbury,stephon marbury,stephon,marbury,FALSE
Sarunas Marciulionis,92,4,61,42,15,0.31,357,179,0.46,201,155,0.69,42,3,934,34,112,527,94,52,84,Sarunas,Marciulionis,sarunas marciulionis,sarunas,marciulionis,FALSE
Shawn Marion,124,69,414,132,43,0.28,832,404,0.49,159,128,0.79,65,60,2244,152,141,978,567,99,97,Shawn,Marion,shawn marion,shawn,marion,FALSE
Boban Marjanovic,18,11,83,4,1,0.13,127,73,0.57,62,48,0.75,32,3,306,43,39,196,126,7,24,Boban,Marjanovic,boban marjanovic,boban,marjanovic,TRUE
Lauri Markkanen,61,24,270,292,106,0.34,590,260,0.44,130,111,0.84,48,43,1422,53,89,738,323,32,60,Lauri,Markkanen,lauri markkanen,lauri,markkanen,TRUE
Damir Markota,6,0,20,16,6,0.38,52,19,0.36,11,7,0.64,30,0,170,11,22,51,31,3,15,Damir,Markota,damir markota,damir,markota,FALSE
Sean Marks,5,8,31,2,0,0.13,53,24,0.45,16,10,0.68,21,0,207,14,31,58,46,3,11,Sean,Marks,sean marks,sean,marks,FALSE
Donny Marshall,7,0,16,25,8,0.22,54,17,0.25,23,15,0.57,24,0,184,8,21,59,24,7,9,Donny,Marshall,donny marshall,donny,marshall,FALSE
Donyell Marshall,73,51,257,152,53,0.34,543,235,0.42,126,92,0.73,54,25,1450,108,124,615,365,44,73,Donyell,Marshall,donyell marshall,donyell,marshall,FALSE
Kendall Marshall,195,2,58,86,32,0.36,197,79,0.4,18,11,0.67,40,14,771,6,45,200,63,27,71,Kendall,Marshall,kendall marshall,kendall,marshall,FALSE
Naji Marshall,51,7,80,63,17,0.18,163,65,0.39,57,43,0.75,30,5,492,18,43,190,99,20,28,Naji,Marshall,naji marshall,naji,marshall,TRUE
Rawle Marshall,12,6,22,10,2,0.28,74,28,0.38,37,26,0.72,32,6,301,8,20,85,30,10,17,Rawle,Marshall,rawle marshall,rawle,marshall,FALSE
Bill Martin,19,3,28,3,0,0,125,56,0.38,25,20,0.78,28,0,287,18,43,132,45,10,25,Bill,Martin,bill martin,bill,martin,FALSE
Bob Martin,9,17,40,0,0,0,46,20,0.33,26,16,0.3,27,1,274,19,54,56,60,4,14,Bob,Martin,bob martin,bob,martin,FALSE
Caleb Martin,40,12,77,81,29,0.34,194,87,0.41,45,33,0.8,34,5,647,29,52,236,106,28,25,Caleb,Martin,caleb martin,caleb,martin,TRUE
Cartier Martin,15,3,47,71,27,0.37,136,54,0.4,27,20,0.66,29,2,419,11,40,154,58,12,16,Cartier,Martin,cartier martin,cartier,martin,FALSE
Cody Martin,90,13,108,74,24,0.22,204,94,0.34,54,36,0.48,43,6,905,43,62,247,151,41,36,Cody,Martin,cody martin,cody,martin,TRUE
Cuonzo Martin,2,0,1,2,2,0.5,6,2,0.3,0,0,0,4,0,16,0,0,4,2,1,0,Cuonzo,Martin,cuonzo martin,cuonzo,martin,FALSE
Darrick Martin,113,2,37,73,25,0.29,231,89,0.34,71,60,0.8,38,13,688,8,68,263,45,26,49,Darrick,Martin,darrick martin,darrick,martin,FALSE
Fernando Martin,9,0,20,0,0,0,31,9,0.29,11,4,0.36,24,0,146,8,24,22,28,7,20,Fernando,Martin,fernando martin,fernando,martin,FALSE
Jarell Martin,28,18,112,46,16,0.26,217,94,0.43,60,46,0.78,46,10,732,47,103,250,160,17,36,Jarell,Martin,jarell martin,jarell,martin,FALSE
Jeff Martin,54,24,80,52,14,0.22,460,192,0.42,114,80,0.69,72,24,1342,66,100,478,145,39,48,Jeff,Martin,jeff martin,jeff,martin,FALSE
Jeremiah Martin,11,2,7,15,4,0.26,43,16,0.36,10,6,0.49,9,0,87,2,4,43,8,6,5,Jeremiah,Martin,jeremiah martin,jeremiah,martin,FALSE
Kelan Martin,16,7,44,61,19,0.25,132,55,0.33,13,11,0.65,25,1,344,13,32,139,57,9,13,Kelan,Martin,kelan martin,kelan,martin,TRUE
Kenyon Martin,96,58,256,19,4,0.15,535,258,0.49,160,101,0.6,50,44,1543,87,167,622,344,60,88,Kenyon,Martin,kenyon martin,kenyon,martin,FALSE
Kevin Martin,95,5,132,207,79,0.36,619,268,0.42,288,251,0.87,51,35,1518,28,96,866,160,45,84,Kevin,Martin,kevin martin,kevin,martin,FALSE
Mo Martin,24,4,20,10,2,0.23,98,37,0.38,44,26,0.56,34,0,211,12,34,102,32,10,22,Mo,Martin,mo martin,mo,martin,FALSE
Tyrese Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,Tyrese,Martin,tyrese martin,tyrese,martin,TRUE
Kenyon Martin Jr.,52,28,134,93,33,0.33,291,151,0.46,71,48,0.69,43,4,945,52,71,382,186,22,35,Kenyon,Martin Jr.,kenyon martin jr.,kenyon,martin jr.,TRUE
Jamal Mashburn,201,9,215,193,66,0.34,843,351,0.41,251,191,0.76,52,49,1919,59,132,959,274,55,131,Jamal,Mashburn,jamal mashburn,jamal,mashburn,FALSE
Anthony Mason,228,19,413,1,0,0.1,541,276,0.5,270,191,0.7,68,43,2354,147,181,743,560,50,119,Anthony,Mason,anthony mason,anthony,mason,FALSE
Desmond Mason,101,22,202,27,7,0.16,629,282,0.45,231,171,0.73,60,35,1867,80,137,743,282,42,96,Desmond,Mason,desmond mason,desmond,mason,FALSE
Frank Mason III,68,4,40,44,13,0.32,156,62,0.41,49,37,0.7,26,1,404,11,31,174,51,14,29,Frank,Mason III,frank mason iii,frank,mason iii,FALSE
Roger Mason Jr.,59,7,71,132,51,0.35,253,102,0.35,31,27,0.8,45,9,790,7,62,282,77,17,32,Roger,Mason Jr.,roger mason jr.,roger,mason jr.,FALSE
Tony Massenburg,16,18,113,1,0,0.05,207,98,0.43,81,57,0.65,40,14,729,63,93,253,176,15,40,Tony,Massenburg,tony massenburg,tony,massenburg,FALSE
Yante Maten,0,0,2,0,0,0,4,0,0.25,0,0,0,2,0,13,0,0,2,3,0,0,Yante,Maten,yante maten,yante,maten,FALSE
Garrison Mathews,25,8,63,160,59,0.34,191,77,0.36,78,65,0.9,38,14,757,14,78,277,76,24,15,Garrison,Mathews,garrison mathews,garrison,mathews,TRUE
Mangok Mathiang,0,0,7,0,0,0,7,4,0.57,0,0,0,4,0,20,3,5,8,10,0,0,Mangok,Mathiang,mangok mathiang,mangok,mathiang,FALSE
Dakota Mathias,7,2,4,16,5,0.32,27,10,0.36,3,0,0.17,7,0,70,1,4,27,4,0,1,Dakota,Mathias,dakota mathias,dakota,mathias,FALSE
Bennedict Mathurin,8,0,17,28,12,0.43,64,31,0.48,19,15,0.79,4,0,111,6,11,89,23,2,8,Bennedict,Mathurin,bennedict mathurin,bennedict,mathurin,TRUE
Wesley Matthews,115,12,134,302,114,0.37,563,236,0.4,129,107,0.77,57,48,1733,29,120,692,163,55,67,Wesley,Matthews,wesley matthews,wesley,matthews,TRUE
Marlon Maxey,11,26,111,2,0,0,168,91,0.54,84,58,0.68,49,2,573,70,94,240,182,14,39,Marlon,Maxey,marlon maxey,marlon,maxey,FALSE
Tyrese Maxey,151,15,104,144,57,0.35,494,235,0.46,111,95,0.83,47,29,1245,13,82,623,117,28,45,Tyrese,Maxey,tyrese maxey,tyrese,maxey,TRUE
Jason Maxiell,27,49,153,1,0,0,282,140,0.48,121,68,0.53,62,19,1138,105,120,348,258,23,49,Jason,Maxiell,jason maxiell,jason,maxiell,FALSE
Vernon Maxwell,174,9,111,224,71,0.3,578,231,0.39,145,105,0.72,54,27,1453,23,108,638,134,58,99,Vernon,Maxwell,vernon maxwell,vernon,maxwell,FALSE
Sean May,29,12,82,3,1,0.42,177,81,0.44,57,42,0.72,30,6,467,39,59,205,120,13,34,Sean,May,sean may,sean,may,FALSE
Lee Mayberry,252,6,71,144,54,0.35,327,136,0.41,58,38,0.68,71,21,1478,20,124,364,92,50,84,Lee,Mayberry,lee mayberry,lee,mayberry,FALSE
Tharon Mayes,23,1,9,27,10,0.41,66,20,0.33,24,16,0.67,16,0,170,2,27,66,11,11,21,Tharon,Mayes,tharon mayes,tharon,mayes,FALSE
Eric Maynor,115,3,41,47,16,0.33,170,67,0.37,32,23,0.71,40,0,587,10,44,172,51,17,43,Eric,Maynor,eric maynor,eric,maynor,FALSE
O.J. Mayo,201,18,178,286,107,0.37,818,351,0.42,168,138,0.81,68,41,2115,36,155,947,213,70,141,O.J.,Mayo,o.j. mayo,o.j.,mayo,FALSE
Skylar Mays,24,0,22,32,11,0.33,81,38,0.47,17,15,0.88,30,2,244,8,12,102,30,10,10,Skylar,Mays,skylar mays,skylar,mays,TRUE
Travis Mays,109,5,53,96,35,0.4,349,143,0.42,138,104,0.81,38,21,988,25,77,424,78,34,71,Travis,Mays,travis mays,travis,mays,FALSE
Luc Mbah a Moute,45,20,138,45,15,0.25,279,127,0.45,92,61,0.63,54,33,1217,73,94,329,210,46,49,Luc,Mbah a Moute,luc mbah a moute,luc,mbah a moute,FALSE
DJ Mbenga,6,19,30,0,0,0,52,24,0.45,11,7,0.61,31,0,210,17,40,55,47,5,11,DJ,Mbenga,dj mbenga,dj,mbenga,FALSE
James Michael McAdoo,9,12,27,4,1,0.26,63,33,0.47,30,16,0.65,28,1,218,20,27,84,47,8,10,James Michael,McAdoo,james michael mcadoo,james michael,mcadoo,FALSE
Miles McBride,20,1,19,34,8,0.12,54,16,0.15,7,4,0.33,20,0,188,2,23,44,21,7,2,Miles,McBride,miles mcbride,miles,mcbride,TRUE
Tahjere McCall,0,0,0,0,0,0,3,2,0.67,0,0,0,0,0,8,0,2,4,0,0,0,Tahjere,McCall,tahjere mccall,tahjere,mccall,FALSE
Ray McCallum,86,7,53,51,17,0.35,212,86,0.39,31,23,0.74,39,10,656,17,44,211,71,18,34,Ray,McCallum,ray mccallum,ray,mccallum,FALSE
Bob McCann,21,16,63,0,0,0.1,124,59,0.34,51,29,0.45,36,1,477,31,70,148,94,16,27,Bob,McCann,bob mccann,bob,mccann,FALSE
Mel McCants,2,0,5,0,0,0,26,8,0.31,8,6,0.75,13,0,65,0,11,22,6,3,0,Mel,McCants,mel mccants,mel,mccants,FALSE
Rashad McCants,66,12,80,164,59,0.34,439,186,0.41,100,75,0.74,51,7,1023,22,114,506,103,38,71,Rashad,McCants,rashad mccants,rashad,mccants,FALSE
Kelly McCarty,0,0,0,0,0,0,3,2,0.67,0,0,0,2,0,4,2,0,4,3,0,2,Kelly,McCarty,kelly mccarty,kelly,mccarty,FALSE
Walter McCarty,59,16,104,123,43,0.33,252,99,0.39,52,36,0.64,55,9,940,37,113,276,141,34,46,Walter,McCarty,walter mccarty,walter,mccarty,FALSE
Amal McCaskill,9,9,34,1,0,0,54,20,0.34,17,10,0.65,28,0,243,19,33,51,53,6,13,Amal,McCaskill,amal mccaskill,amal,mccaskill,FALSE
Patrick McCaw,43,5,42,47,14,0.26,108,45,0.48,17,14,0.71,33,6,539,10,39,119,52,23,20,Patrick,McCaw,patrick mccaw,patrick,mccaw,FALSE
Dwayne McClain,67,4,16,9,0,0.11,180,69,0.38,35,18,0.51,45,4,461,14,61,157,30,38,40,Dwayne,McClain,dwayne mcclain,dwayne,mcclain,FALSE
Dan McClintock,0,2,7,0,0,0,18,9,0.5,5,0,0,6,0,58,10,11,18,17,0,3,Dan,McClintock,dan mcclintock,dan,mcclintock,FALSE
George McCloud,134,14,130,202,73,0.36,480,193,0.4,101,82,0.8,59,16,1352,50,127,542,180,47,81,George,McCloud,george mccloud,george,mccloud,FALSE
Mac McClung,1,1,2,2,1,0.22,4,2,0.63,1,1,0.67,1,0,16,0,3,5,2,1,2,Mac,McClung,mac mcclung,mac,mcclung,FALSE
CJ McCollum,198,20,158,329,130,0.39,899,410,0.46,145,115,0.77,55,46,1740,36,115,1065,194,50,97,CJ,McCollum,cj mccollum,cj,mccollum,TRUE
T.J. McConnell,302,12,148,43,14,0.28,368,185,0.49,40,31,0.67,61,11,1344,33,90,414,181,77,97,T.J.,McConnell,t.j. mcconnell,t.j.,mcconnell,TRUE
Tim McCormick,61,21,191,2,0,0.05,354,190,0.5,154,108,0.68,55,26,1250,92,149,487,283,17,73,Tim,McCormick,tim mccormick,tim,mccormick,FALSE
Jelani McCoy,17,24,80,0,0,0,118,64,0.55,46,22,0.37,32,9,477,36,65,150,115,9,31,Jelani,McCoy,jelani mccoy,jelani,mccoy,FALSE
Chris McCray,0,0,0,0,0,0,3,0,0,0,0,0,5,0,12,0,0,0,0,0,2,Chris,McCray,chris mccray,chris,mccray,FALSE
Rodney McCray,275,49,344,22,6,0.18,700,352,0.5,253,192,0.75,77,63,2488,164,173,901,509,58,142,Rodney,McCray,rodney mccray,rodney,mccray,FALSE
Erik McCree,0,0,0,0,0,0,2,0,0,0,0,0,4,0,8,0,0,0,0,0,0,Erik,McCree,erik mccree,erik,mccree,FALSE
Chris McCullough,3,4,16,11,3,0.16,43,19,0.37,9,5,0.58,15,1,122,10,12,46,26,6,5,Chris,McCullough,chris mccullough,chris,mccullough,FALSE
Clint McDaniel,7,0,7,6,2,0.33,23,8,0.35,16,12,0.75,12,0,71,3,10,30,10,5,2,Clint,McDaniel,clint mcdaniel,clint,mcdaniel,FALSE
Xavier McDaniel,140,33,258,21,5,0.19,919,447,0.47,237,170,0.71,68,43,1988,161,202,1070,419,62,148,Xavier,McDaniel,xavier mcdaniel,xavier,mcdaniel,FALSE
Jaden McDaniels,51,39,134,152,51,0.23,317,145,0.47,44,33,0.76,46,21,1147,45,135,373,180,31,42,Jaden,McDaniels,jaden mcdaniels,jaden,mcdaniels,TRUE
Jalen McDaniels,33,12,80,62,23,0.44,156,75,0.49,39,28,0.82,30,5,540,24,58,201,105,16,24,Jalen,McDaniels,jalen mcdaniels,jalen,mcdaniels,TRUE
KJ McDaniels,26,26,61,65,19,0.25,183,75,0.41,53,41,0.77,37,4,564,25,54,211,87,19,41,KJ,McDaniels,kj mcdaniels,kj,mcdaniels,FALSE
Doug McDermott,49,6,103,170,69,0.41,376,177,0.46,55,45,0.74,52,8,1104,22,75,469,125,11,34,Doug,McDermott,doug mcdermott,doug,mcdermott,TRUE
Sean McDermott,4,3,13,22,5,0.23,33,13,0.39,8,8,0,18,0,158,6,8,39,19,2,4,Sean,McDermott,sean mcdermott,sean,mcdermott,TRUE
Ben McDonald,59,4,88,11,2,0.1,247,116,0.52,43,31,0.66,44,19,923,54,122,265,142,19,37,Ben,McDonald,ben mcdonald,ben,mcdonald,FALSE
